Start	End	Biotype	Strand	Name	Product	Bnb	JWnb	ECKnb
3322588	3323925	protein_coding	C	glmM	phosphoglucosamine mutase	b3176	JW3143	ECK3165
3323918	3324766	protein_coding	C	folP	7%2C8-dihydropteroate synthase	b3177	JW3144	ECK3166
3324856	3326790	protein_coding	C	ftsH	protease%2C ATP-dependent zinc-metallo	b3178	JW3145	ECK3167
3326890	3327519	protein_coding	C	rrmJ	23S rRNA methyltransferase	b3179	JW3146	ECK3168
3327645	3327938	protein_coding	D	yhbY	predicted RNA-binding protein	b3180	JW3147	ECK3169
3328094	3328570	protein_coding	C	greA	transcription elongation factor	b3181	JW3148	ECK3170
3328818	3330251	protein_coding	D	dacB	D-alanyl-D-alanine carboxypeptidase	b3182	JW3149	ECK3171
3330437	3331609	protein_coding	C	obgE	GTPase involved in cell partioning and DNA repair	b3183	JW3150	ECK3172
3331625	3332590	protein_coding	C	yhbE	conserved inner membrane protein	b3184	JW3151	ECK3173
3332717	3332974	protein_coding	C	rpmA	50S ribosomal subunit protein L27	b3185	JW3152	ECK3174
3332995	3333306	protein_coding	C	rplU	50S ribosomal subunit protein L21	b3186	JW3153	ECK3175
3333565	3334536	protein_coding	D	ispB	octaprenyl diphosphate synthase	b3187	JW3154	ECK3176
3334764	3335042	protein_coding	D	sfsB	DNA-binding transcriptional regulator	b3188	JW3155	ECK3177
3335090	3336349	protein_coding	C	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	b3189	JW3156	ECK3178
3336404	3336658	protein_coding	C	yrbA	predicted DNA-binding transcriptional regulator	b3190	JW3157	ECK3179
3336818	3337111	protein_coding	C	yrbB	hypothetical protein	b3191	JW5535	ECK3180
3337111	3337746	protein_coding	C	yrbC	predicted ABC-type organic solvent transporter	b3192	JW3159	ECK3181
3337765	3338316	protein_coding	C	yrbD	predicted ABC-type organic solvent transporter	b3193	JW3160	ECK3182
3338321	3339103	protein_coding	C	yrbE	predicted toluene transporter subunit	b3194	JW3161	ECK3183
3339111	3339920	protein_coding	C	yrbF	predicted toluene transporter subunit	b3195	JW3162	ECK3184
3340130	3341107	protein_coding	D	yrbG	predicted calcium/sodium:proton antiporter	b3196	JW3163	ECK3185
3341121	3342107	protein_coding	D	kdsD	D-arabinose 5-phosphate isomerase	b3197	JW3164	ECK3186
3342128	3342694	protein_coding	D	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	b3198	JW3165	ECK3187
3342691	3343266	protein_coding	D	yrbK	conserved hypothetical protein	b3199	JW3166	ECK3188
3343235	3343792	protein_coding	D	yhbN	predicted transporter subunit	b3200	JW3167	ECK3189
3343799	3344524	protein_coding	D	yhbG	predicted transporter subunit	b3201	JW3168	ECK3190
3344572	3346005	protein_coding	D	rpoN	RNA polymerase%2C sigma 54 (sigma N) factor	b3202	JW3169	ECK3191
3346028	3346315	protein_coding	D	yhbH	predicted ribosome-associated%2C sigma 54 modulation protein	b3203	JW3170	ECK3192
3346433	3346924	protein_coding	D	ptsN	sugar-specific enzyme IIA component of PTS	b3204	JW3171	ECK3193
3346970	3347824	protein_coding	D	yhbJ	hypothetical protein with nucleoside triphosphate hydrolase domain	b3205	JW3172	ECK3194
3347821	3348093	protein_coding	D	npr	phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr)	b3206	JW3173	ECK3195
3348307	3348939	protein_coding	D	yrbL	hypothetical protein	b3207	JW3174	ECK3196
3348936	3349664	protein_coding	C	mtgA	biosynthetic peptidoglycan transglycosylase	b3208	JW3175	ECK3197
3349661	3350314	protein_coding	C	elbB	isoprenoid biosynthesis protein with amidotransferase-like domain	b3209	JW3176	ECK3198
3350432	3350539	misc_RNA	D	ryhA		b4450	JWR0254	ECK3199
3350544	3352880	protein_coding	C	arcB	hybrid sensory histidine kinase in two-component regulatory system with ArcA	b3210	JW5536	ECK3200
3352976	3353905	protein_coding	C	yhcC	predicted Fe-S oxidoreductase	b3211	JW3178	ECK3201
3354487	3359040	protein_coding	D	gltB	glutamate synthase%2C large subunit	b3212	JW3179	ECK3202
3359053	3360471	protein_coding	D	gltD	glutamate synthase%2C 4Fe-4S protein%2C small subunit	b3213	JW3180	ECK3203
3361031	3361795	protein_coding	D	gltF	periplasmic protein	b3214	JW3181	ECK3204
3361967	3362641	protein_coding	D	yhcA	predicted periplasmic chaperone protein	b3215	JW3182	ECK3205
3362662	3365043	protein_coding	D	yhcD	predicted outer membrane protein	b3216	JW3183	ECK3206
3365557	3366573	protein_coding	C	insH-14	IS5 transposase and trans-activator	b3218	JW3185	ECK0261
3366781	3367497	protein_coding	D	yhcF	predicted transcriptional regulator	b3219	JW3188	ECK3208
3367682	3368809	protein_coding	D	yhcG	conserved hypothetical protein	b3220	JW3189	ECK3209
3368869	3369333	protein_coding	C	yhcH	conserved hypothetical protein	b3221	JW3190	ECK3210
3369330	3370205	protein_coding	C	nanK	predicted N-acetylmannosamine kinase	b3222	JW5538	ECK3211
3370202	3370891	protein_coding	C	nanE	predicted N-acetylmannosamine-6-P epimerase	b3223	JW3192	ECK3212
3370939	3372429	protein_coding	C	nanT	sialic acid transporter	b3224	JW3193	ECK3213
3372538	3373431	protein_coding	C	nanA	N-acetylneuraminate lyase	b3225	JW3194	ECK3214
3373553	3374344	protein_coding	C	nanR	DNA-binding transcriptional dual regulator	b3226	JW3195	ECK3215
3374724	3376091	protein_coding	D	dcuD	predicted transporter	b3227	JW3196	ECK3216
3376134	3376631	protein_coding	C	sspB	ClpXP protease specificity-enhancing factor	b3228	JW3197	ECK3217
3376637	3377275	protein_coding	C	sspA	stringent starvation protein A	b3229	JW3198	ECK3218
3377670	3378062	protein_coding	C	rpsI	30S ribosomal subunit protein S9	b3230	JW3199	ECK3219
3378078	3378506	protein_coding	C	rplM	50S ribosomal subunit protein L13	b3231	JW3200	ECK3220
3378725	3379852	protein_coding	C	yhcM	conserved hypothetical protein with nucleoside triphosphate hydrolase domain	b3232	JW3201	ECK3221
3380046	3380444	protein_coding	D	yhcB	conserved hypothetical protein	b3233	JW5539	ECK3222
3380598	3381965	protein_coding	D	degQ	serine endoprotease%2C periplasmic	b3234	JW3203	ECK3223
3382055	3383122	protein_coding	D	degS	serine endoprotease%2C periplasmic	b3235	JW3204	ECK3224
3383185	3384123	protein_coding	C	mdh	malate dehydrogenase%2C NAD(P)-binding	b3236	JW3205	ECK3225
3384558	3385028	protein_coding	D	argR	DNA-binding transcriptional dual regulator%2C L-arginine-binding	b3237	JW3206	ECK3226
3385393	3385656	protein_coding	D	yhcN	conserved hypothetical protein	b3238	JW5540	ECK3227
3385712	3385984	protein_coding	C	yhcO	predicted barnase inhibitor	b3239	JW3208	ECK3228
3386076	3388043	protein_coding	C	aaeB	p-hydroxybenzoic acid efflux system component	b3240	JW3209	ECK3229
3388049	3388981	protein_coding	C	aaeA	p-hydroxybenzoic acid efflux system component	b3241	JW3210	ECK3230
3388989	3389192	protein_coding	C	aaeX	membrane protein of efflux system	b3242	JW5541	ECK3231
3389375	3390304	protein_coding	D	aaeR	predicted DNA-binding transcriptional regulator%2C efflux system	b3243	JW3212	ECK3232
3390438	3391883	protein_coding	C	tldD	predicted peptidase	b3244	JW3213	ECK3233
3392313	3396113	protein_coding	C	yhdP	conserved membrane protein%2C predicted transporter	b4472	JW5542	ECK3234
3396181	3397650	protein_coding	C	rng	ribonuclease G	b3247	JW3216	ECK3235
3397640	3398233	protein_coding	C	yhdE	conserved hypothetical protein	b3248	JW3217	ECK3236
3398242	3398730	protein_coding	C	mreD	cell wall structural complex MreBCD transmembrane component MreD	b3249	JW3218	ECK3237
3398730	3399833	protein_coding	C	mreC	cell wall structural complex MreBCD transmembrane component MreC	b3250	JW3219	ECK3238
3399899	3400942	protein_coding	C	mreB	cell wall structural complex MreBCD%2C actin-like component MreB	b3251	JW3220	ECK3239
3401247	3403187	protein_coding	C	yhdA	conserved inner membrane protein	b3252	JW3221	ECK3240
3403339	3404313	protein_coding	D	yhdH	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b3253	JW3222	ECK3241
3405291	3405761	protein_coding	D	accB	acetyl CoA carboxylase%2C BCCP subunit	b3255	JW3223	ECK3242
3405772	3407121	protein_coding	D	accC	acetyl-CoA carboxylase%2C biotin carboxylase subunit	b3256	JW3224	ECK3243
3407230	3407472	protein_coding	D	yhdT	conserved inner membrane protein	b3257	JW3225	ECK3244
3407462	3408913	protein_coding	D	panF	pantothenate:sodium symporter	b3258	JW3226	ECK3245
3408925	3409806	protein_coding	D	prmA	methylase for 50S ribosomal subunit protein L11	b3259	JW3227	ECK3246
3410135	3411100	protein_coding	D	dusB	tRNA-dihydrouridine synthase B	b3260	JW3228	ECK3247
3411126	3411422	protein_coding	D	fis	global DNA-binding transcriptional dual regulator	b3261	JW3229	ECK3248
3411508	3412392	protein_coding	D	yhdJ	predicted methyltransferase	b3262	JW5543	ECK3249
3412476	3412655	protein_coding	D	yhdU	predicted membrane protein	b3263	JW3231	ECK3250
3412658	3413320	protein_coding	C	envR	DNA-binding transcriptional regulator	b3264	JW3232	ECK3251
3413719	3414876	protein_coding	D	acrE	cytoplasmic membrane lipoprotein	b3265	JW3233	ECK3252
3414888	3417992	protein_coding	D	acrF	multidrug efflux system protein	b3266	JW3234	ECK3253
3418245	3418466	protein_coding	D	yhdV	predicted outer membrane protein	b3267	JW3235	ECK3254
3419004	3419921	protein_coding	D	yhdW	predicted amino-acid transporter subunit	b3268	JW3236	ECK3255
3419989	3421170	protein_coding	D	yhdX	predicted amino-acid transporter subunit	b3269	JW5544	ECK3256
3421180	3422283	protein_coding	D	yhdY	predicted amino-acid transporter subunit	b3270	JW5545	ECK3257
3422291	3423049	protein_coding	D	yhdZ	predicted amino-acid transporter subunit	b3271	JW3239	ECK3258
3423278	3423397	rRNA	C	rrfF		b3272	JWR0073	ECK3259
3423435	3423510	tRNA	C	thrV		b3273	JWR0074	ECK3260
3423523	3423642	rRNA	C	rrfD		b3274	JWR0075	ECK3261
3423735	3426638	rRNA	C	rrlD		b3275	JWR0076	ECK3262
3426832	3426907	tRNA	C	gltV		b4008	JWR0108	ECK4000
3426993	3428534	rRNA	C	rrsD		b3278	JWR0079	ECK3265
3429149	3430738	protein_coding	D	purH	fused IMP cyclohydrolase and phosphoribosylaminoimidazolecarboxamide formyltransferase	b4006	JW3970	ECK3998
3430750	3432039	protein_coding	D	purD	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase	b4005	JW3969	ECK3997
3432036	3433361	protein_coding	C	zraR	fused DNA-binding response regulator in two-component regulatory system with ZraS	b4004	JW3968	ECK3996
3433358	3434755	protein_coding	C	zraS	sensory histidine kinase in two-component regulatory system with ZraR	b4003	JW3967	ECK3995
3434993	3435418	protein_coding	D	zraP	Zn-binding periplasmic protein	b4002	JW5546	ECK3994
3435420	3436115	protein_coding	C	yjaH	conserved hypothetical protein	b4001	JW3965	ECK3993
3436128	3436400	protein_coding	C	hupA	HU%2C DNA-binding transcriptional regulator%2C alpha subunit	b4000	JW3964	ECK3992
3436587	3437177	protein_coding	C	yjaG	conserved hypothetical protein	b3999	JW3963	ECK3991
3437220	3437891	protein_coding	C	nfi	endonuclease V	b3998	JW5547	ECK3990
3437901	3438965	protein_coding	C	hemE	uroporphyrinogen decarboxylase	b3997	JW3961	ECK3989
3439005	3439778	protein_coding	C	nudC	NADH pyrophosphatase	b3996	JW5548	ECK3988
3439873	3440349	protein_coding	D	rsd	stationary phase protein%2C binds sigma 70 RNA polymerase subunit	b3995	JW3959	ECK3987
3440582	3442477	protein_coding	D	thiC	thiamin (pyrimidine moiety) biosynthesis protein	b3994	JW3958	ECK3986
3442477	3443112	protein_coding	D	thiE	thiamin phosphate synthase	b3993	JW3957	ECK3985
3443105	3443860	protein_coding	D	thiF	thiamin (thiazole moiety) biosynthesis protein	b3992	JW3956	ECK3984
3443844	3444044	protein_coding	D	thiS	sulphur carrier protein	b4407	JW3955	ECK3983
3444046	3444816	protein_coding	D	thiG	thiamin biosynthesis ThiGH complex subunit	b3991	JW5549	ECK3982
3444813	3445946	protein_coding	D	thiH	thiamin biosynthesis ThiGH complex subunit	b3990	JW3953	ECK3981
3446356	3446895	protein_coding	C	htrC	heat shock protein	b3989	JW3952	ECK3980
3447108	3451331	protein_coding	C	rpoC	RNA polymerase%2C beta prime subunit	b3988	JW3951	ECK3979
3451408	3455436	protein_coding	C	rpoB	RNA polymerase%2C beta subunit	b3987	JW3950	ECK3978
3455756	3456121	protein_coding	C	rplL	50S ribosomal subunit protein L7/L12	b3986	JW3949	ECK3977
3456188	3456685	protein_coding	C	rplJ	50S ribosomal subunit protein L10	b3985	JW3948	ECK3976
3457098	3457802	protein_coding	C	rplA	50S ribosomal subunit protein L1	b3984	JW3947	ECK3975
3457806	3458234	protein_coding	C	rplK	50S ribosomal subunit protein L11	b3983	JW3946	ECK3974
3458393	3458938	protein_coding	C	nusG	transcription termination factor	b3982	JW3945	ECK3973
3458940	3459323	protein_coding	C	secE	preprotein translocase membrane subunit	b3981	JW3944	ECK3972
3459553	3460737	protein_coding	C	tufB	protein chain elongation factor EF-Tu	b3980	JW3943	ECK3971
3460852	3460927	tRNA	C	thrT		b3979	JWR0106	ECK3970
3460934	3461008	tRNA	C	glyT		b3978	JWR0105	ECK3969
3461125	3461209	tRNA	C	tyrU		b3977	JWR0213	ECK3968
3461218	3461293	tRNA	C	thrU		b3976	JWR0103	ECK3967
3461655	3462605	protein_coding	D	coaA	pantothenate kinase	b3974	JW3942	ECK3966
3462634	3463599	protein_coding	C	birA	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase and DNA-binding transcriptional repressor%2C bio-5'-AMP-binding	b3973	JW3941	ECK3965
3463596	3464624	protein_coding	C	murB	UDP-N-acetylenolpyruvoylglucosamine reductase%2C FAD-binding	b3972	JW3940	ECK3964
3464925	3465044	rRNA	C	rrfB		b3971	JWR0102	ECK3963
3465137	3468040	rRNA	C	rrlB		b3970	JWR0101	ECK3962
3468234	3468309	tRNA	C	gltT		b3969	JWR0100	ECK3961
3468481	3470022	rRNA	C	rrsB		b3968	JWR0099	ECK3960
3470396	3471253	protein_coding	C	murI	glutamate racemase	b3967	JW5550	ECK3959
3471198	3473042	protein_coding	C	btuB	vitamin B12/cobalamin outer membrane transporter	b3966	JW3938	ECK3958
3473411	3474511	protein_coding	D	trmA	tRNA (uracil-5-)-methyltransferase	b3965	JW3937	ECK3957
3474551	3474910	protein_coding	C	yijD	conserved inner membrane protein	b3964	JW3936	ECK3956
3474910	3475614	protein_coding	C	fabR	DNA-binding transcriptional repressor	b3963	JW3935	ECK3955
3475891	3477291	protein_coding	D	sthA	pyridine nucleotide transhydrogenase%2C soluble	b3962	JW5551	ECK3954
3477274	3478191	protein_coding	C	oxyR	DNA-binding transcriptional dual regulator	b3961	JW3933	ECK3953
3478287	3478396	misc_RNA	D	oxyS		b4458	JWR0098	ECK3952
3478458	3479831	protein_coding	C	argH	argininosuccinate lyase	b3960	JW3932	ECK3951
3479892	3480665	protein_coding	C	argB	acetylglutamate kinase	b3959	JW5553	ECK3950
3480676	3481680	protein_coding	C	argC	N-acetyl-gamma-glutamylphosphate reductase%2C NAD(P)-binding	b3958	JW3930	ECK3949
3481834	3482985	protein_coding	D	argE	acetylornithine deacetylase	b3957	JW3929	ECK3948
3483583	3486234	protein_coding	D	ppc	phosphoenolpyruvate carboxylase	b3956	JW3928	ECK3947
3486416	3488149	protein_coding	D	yijP	conserved inner membrane protein	b3955	JW3927	ECK3946
3488364	3489215	protein_coding	D	yijO	predicted DNA-binding transcriptional regulator	b3954	JW3926	ECK3945
3489202	3489543	protein_coding	C	frwD	predicted enzyme IIB component of PTS	b3953	JW3925	ECK3944
3489545	3490423	protein_coding	C	pflC	pyruvate formate lyase II activase	b3952	JW3924	ECK3943
3490389	3492686	protein_coding	C	pflD	predicted formate acetyltransferase 2	b3951	JW3923	ECK3942
3492737	3493057	protein_coding	C	frwB	predicted enzyme IIB component of PTS	b3950	JW3922	ECK3941
3493072	3494151	protein_coding	C	frwC	predicted enzyme IIC component of PTS	b3949	JW3921	ECK3940
3494460	3496961	protein_coding	D	ptsA	fused predicted PTS enzymes Hpr component%2C enzyme I component%2C and enzyme IIA component	b3947	JW5555	ECK3939
3496973	3497635	protein_coding	D	fsaB	fructose-6-phosphate aldolase 2	b3946	JW3918	ECK3938
3497646	3498749	protein_coding	D	gldA	glycerol dehydrogenase%2C NAD	b3945	JW5556	ECK3937
3499024	3499641	protein_coding	D	yijF	conserved hypothetical protein	b3944	JW3916	ECK3936
3499668	3500573	protein_coding	C	yijE	predicted permease	b3943	JW5557	ECK3935
3500666	3502846	protein_coding	C	katG	catalase/hydroperoxidase HPI(I)	b3942	JW3914	ECK3934
3503175	3504065	protein_coding	C	metF	5%2C10-methylenetetrahydrofolate reductase	b3941	JW3913	ECK3933
3504414	3506846	protein_coding	C	metL	fused aspartokinase II and homoserine dehydrogenase II	b3940	JW3911	ECK3932
3506849	3508009	protein_coding	C	metB	cystathionine gamma-synthase%2C PLP-dependent	b3939	JW3910	ECK3931
3508286	3508603	protein_coding	D	metJ	DNA-binding transcriptional repressor%2C S-adenosylmethionine-binding	b3938	JW3909	ECK3930
3508787	3509395	protein_coding	D	yiiX	predicted peptidoglycan peptidase	b3937	JW3908	ECK3929
3509456	3509668	protein_coding	C	rpmE	50S ribosomal subunit protein L31	b3936	JW3907	ECK3928
3509871	3512069	protein_coding	D	priA	primosome factor n'	b3935	JW3906	ECK3927
3512225	3513250	protein_coding	D	cytR	DNA-binding transcriptional dual regulator	b3934	JW3905	ECK3926
3513342	3514301	protein_coding	D	ftsN	essential cell division protein	b3933	JW3904	ECK3925
3514394	3514924	protein_coding	D	hslV	peptidase component of the HslUV protease	b3932	JW3903	ECK3924
3514934	3516265	protein_coding	D	hslU	molecular chaperone and ATPase component of HslUV protease	b3931	JW3902	ECK3923
3516332	3517258	protein_coding	D	menA	1%2C4-dihydroxy-2-naphthoate octaprenyltransferase	b3930	JW3901	ECK3922
3517351	3517836	protein_coding	D	rraA	ribonuclease E (RNase E) inhibitor protein	b3929	JW3900	ECK3921
3517921	3518166	protein_coding	C	yiiU	conserved hypothetical protein	b3928	JW3899	ECK3920
3518591	3519436	protein_coding	D	glpF	glycerol facilitator	b3927	JW3898	ECK3919
3519459	3520967	protein_coding	D	glpK	glycerol kinase	b3926	JW3897	ECK3918
3521102	3522112	protein_coding	D	glpX	fructose 1%2C6-bisphosphatase II	b3925	JW3896	ECK3917
3522209	3522955	protein_coding	D	fpr	ferredoxin-NADP reductase	b3924	JW3895	ECK3916
3522960	3523388	protein_coding	C	yiiT	stress-induced protein	b3923	JW3894	ECK3915
3523415	3523714	protein_coding	C	yiiS	conserved hypothetical protein	b3922	JW3893	ECK3914
3523926	3524366	protein_coding	C	yiiR	conserved inner membrane protein	b3921	JW3892	ECK3913
3524467	3525066	protein_coding	D	yiiQ	conserved hypothetical protein	b3920	JW3891	ECK3912
3525174	3525941	protein_coding	D	tpiA	triosephosphate isomerase	b3919	JW3890	ECK3911
3525996	3526751	protein_coding	C	cdh	CDP-diacylglycerol phosphotidylhydrolase	b3918	JW3889	ECK3910
3526858	3527847	protein_coding	C	sbp	sulfate transporter subunit	b3917	JW3888	ECK3909
3528167	3529129	protein_coding	C	pfkA	6-phosphofructokinase I	b3916	JW3887	ECK3908
3529310	3530212	protein_coding	C	fieF	zinc transporter	b3915	JW3886	ECK3907
3530361	3530861	protein_coding	C	cpxP	periplasmic protein combats stress	b4484	JW5558	ECK3906
3531011	3531709	protein_coding	D	cpxR	DNA-binding response regulator in two-component regulatory system with CpxA	b3912	JW3883	ECK3905
3531706	3533079	protein_coding	D	cpxA	sensory histidine kinase in two-component regulatory system with CpxR	b3911	JW3882	ECK3904
3533185	3533859	protein_coding	C	yiiM	conserved hypothetical protein	b3910	JW5559	ECK3903
3534008	3534991	protein_coding	C	kdgT	2-keto-3-deoxy-D-gluconate transporter	b3909	JW5560	ECK3902
3535251	3535871	protein_coding	C	sodA	superoxide dismutase%2C Mn	b3908	JW3879	ECK3901
3536156	3537190	protein_coding	D	rhaT	L-rhamnose:proton symporter	b3907	JW3878	ECK3900
3537187	3538125	protein_coding	C	rhaR	DNA-binding transcriptional activator%2C L-rhamnose-binding	b3906	JW3877	ECK3899
3538109	3538945	protein_coding	C	rhaS	DNA-binding transcriptional activator%2C L-rhamnose-binding	b3905	JW3876	ECK3898
3539233	3540702	protein_coding	D	rhaB	rhamnulokinase	b3904	JW3875	ECK3897
3540699	3541958	protein_coding	D	rhaA	L-rhamnose isomerase	b3903	JW5561	ECK3896
3542409	3543233	protein_coding	D	rhaD	rhamnulose-1-phosphate aldolase	b3902	JW3873	ECK3895
3543243	3543557	protein_coding	D	yiiL	L-rhamnose mutarotase	b3901	JW3872	ECK3894
3543858	3544304	protein_coding	D	frvA	predicted enzyme IIA component of PTS	b3900	JW3871	ECK3893
3544315	3545766	protein_coding	D	frvB	fused predicted PTS enzyme IIBC components	b3899	JW5562	ECK3892
3545756	3546826	protein_coding	D	frvX	predicted endo-1%2C4-beta-glucanase	b3898	JW3869	ECK3891
3546826	3548574	protein_coding	D	frvR	predicted regulator	b3897	JW3868	ECK3890
3548624	3549679	protein_coding	C	yiiG	conserved hypothetical protein	b3896	JW3867	ECK3889
3549832	3550665	protein_coding	C	fdhD	formate dehydrogenase formation protein	b3895	JW3866	ECK3888
3550859	3553909	protein_coding	D	fdoG	formate dehydrogenase-O%2C large subunit	b3894	JW3865	ECK3887
3553922	3554824	protein_coding	D	fdoH	formate dehydrogenase-O%2C Fe-S subunit	b3893	JW3864	ECK3886
3554821	3555456	protein_coding	D	fdoI	formate dehydrogenase-O%2C cytochrome b556 subunit	b3892	JW3863	ECK3885
3555453	3556382	protein_coding	D	fdhE	formate dehydrogenase formation protein	b3891	JW3862	ECK3884
3556712	3556930	protein_coding	C	yiiF	conserved hypothetical protein	b3890	JW5563	ECK3883
3557172	3557390	protein_coding	C	yiiE	predicted transcriptional regulator	b3889	JW5929	ECK3882
3558243	3559232	protein_coding	C	yiiD	predicted acetyltransferase	b3888	JW3859	ECK3881
3559229	3559666	protein_coding	C	dtd	D-Tyr-tRNA(Tyr) deacylase	b3887	JW3858	ECK3880
3559663	3560535	protein_coding	C	rbn	tRNA processing exoribonuclease BN	b3886	JW3857	ECK3879
3560529	3561128	protein_coding	C	yihX	predicted hydrolase	b3885	JW5566	ECK3878
3561227	3562012	protein_coding	C	yihW	predicted DNA-binding transcriptional regulator	b3884	JW5567	ECK3877
3562046	3562942	protein_coding	C	yihV	predicted sugar kinase	b3883	JW5568	ECK3876
3563110	3564006	protein_coding	D	yihU	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	b3882	JW3853	ECK3875
3564030	3564908	protein_coding	D	yihT	predicted aldolase	b3881	JW3852	ECK3874
3564925	3566166	protein_coding	D	yihS	predicted glucosamine isomerase	b3880	JW5569	ECK3873
3566280	3567206	protein_coding	D	yihR	predicted aldose-1-epimerase	b3879	JW3850	ECK3872
3567405	3569441	protein_coding	D	yihQ	alpha-glucosidase	b3878	JW3849	ECK3871
3569466	3570872	protein_coding	D	yihP	predicted transporter	b3877	JW3848	ECK3870
3570915	3572318	protein_coding	D	yihO	predited transporter	b3876	JW5852	ECK3869
3572386	3573078	protein_coding	D	ompL	predicted outer membrane porin L	b3875	JW3846	ECK3868
3573169	3574434	protein_coding	C	yihN	predicted transporter	b3874	JW3845	ECK3867
3574536	3575516	protein_coding	C	yihM	predicted sugar phosphate isomerase	b3873	JW3844	ECK3866
3575524	3576234	protein_coding	C	yihL	predicted DNA-binding transcriptional regulator	b3872	JW3843	ECK3865
3576451	3578274	protein_coding	C	bipA	GTP-binding protein	b3871	JW5571	ECK3864
3578647	3580056	protein_coding	D	glnA	glutamine synthetase	b3870	JW3841	ECK3863
3580342	3581391	protein_coding	D	glnL	sensory kinase in two-component regulatory system with GlnG	b3869	JW3840	ECK3862
3581403	3582812	protein_coding	D	glnG	fused DNA-binding response regulator in two-component regulatory system with GlnL%2C nitrogen regulator I (NRI)	b3868	JW3839	ECK3861
3583263	3584636	protein_coding	C	hemN	coproporphyrinogen III oxidase%2C SAM and NAD(P)H dependent%2C oxygen-independent	b3867	JW3838	ECK3860
3584825	3585334	protein_coding	C	yihI	conserved hypothetical protein	b3866	JW3837	ECK3859
3585401	3585645	misc_RNA	C	csrC		b4457	JWR0214	ECK3858
3585952	3586548	protein_coding	D	yihA	GTP-binding protein	b3865	JW5930	ECK3857
3586674	3586782	misc_RNA	C	spf		b3864	JWR0097	ECK3856
3586929	3589715	protein_coding	C	polA	fused DNA polymerase I 5'->3' exonuclease%2C 3'->5' polymerase and 3'->5' exonuclease	b3863	JW3835	ECK3855
3590079	3591011	protein_coding	D	yihG	predicted endonuclease	b3862	JW3834	ECK3854
3591052	3592482	protein_coding	C	yihF	conserved hypothetical protein	b3861	JW5574	ECK3853
3592637	3593263	protein_coding	C	dsbA	periplasmic protein disulfide isomerase I	b3860	JW3832	ECK3852
3593280	3594266	protein_coding	C	yihE	predicted kinase	b3859	JW3831	ECK3851
3594343	3594612	protein_coding	C	yihD	conserved hypothetical protein	b3858	JW3830	ECK3850
3594682	3595266	protein_coding	D	mobA	molybdopterin-guanine dinucleotide synthase	b3857	JW3829	ECK3849
3595263	3595775	protein_coding	D	mobB	molybdopterin-guanine dinucleotide biosynthesis protein B	b3856	JW5575	ECK3848
3596045	3596164	rRNA	C	rrfA		b3855	JWR0096	ECK3847
3596258	3599162	rRNA	C	rrlA		b3854	JWR0095	ECK3846
3599346	3599421	tRNA	C	alaT		b3853	JWR0094	ECK3845
3599464	3599540	tRNA	C	ileT		b3852	JWR0093	ECK3844
3599609	3601150	rRNA	C	rrsA		b3851	JWR0092	ECK3843
3601528	3602073	protein_coding	C	hemG	protoporphyrin oxidase%2C flavoprotein	b3850	JW3827	ECK3842
3602085	3603536	protein_coding	C	trkH	potassium transporter	b3849	JW5576	ECK3841
3603575	3604189	protein_coding	C	yigZ	predicted elongation factor	b3848	JW5577	ECK3840
3604189	3605520	protein_coding	C	pepQ	proline dipeptidase	b3847	JW3823	ECK3839
3605710	3607899	protein_coding	D	fadB	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase and 3-hydroxyacyl-CoA dehydrogenase	b3846	JW3822	ECK3838
3607909	3609072	protein_coding	D	fadA	3-ketoacyl-CoA thiolase	b3845	JW5578	ECK3837
3609453	3610154	protein_coding	C	fre	flavin reductase	b3844	JW3820	ECK3836
3610200	3611693	protein_coding	C	ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase	b3843	JW3819	ECK3835
3611860	3612348	protein_coding	D	rfaH	DNA-binding transcriptional antiterminator	b3842	JW3818	ECK3834
3612345	3613127	protein_coding	C	tatD	DNase%2C magnesium-dependent	b4483	JW5931	ECK3833
3613169	3613945	protein_coding	C	tatC	TatABCE protein translocation system subunit	b3839	JW3815	ECK3832
3613948	3614463	protein_coding	C	tatB	TatABCE protein translocation system subunit	b3838	JW5580	ECK3831
3614467	3614736	protein_coding	C	tatA	TatABCE protein translocation system subunit	b3836	JW3813	ECK3830
3614815	3616455	protein_coding	C	ubiB	2-octaprenylphenol hydroxylase	b3835	JW3812	ECK3829
3616452	3617057	protein_coding	C	yigP	conserved hypothetical protein	b3834	JW3811	ECK3828
3617071	3617826	protein_coding	C	ubiE	bifunctional 2-octaprenyl-6-methoxy-1%2C4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase	b3833	JW5581	ECK3827
3617921	3619348	protein_coding	C	rmuC	predicted recombination limiting protein	b3832	JW3809	ECK3826
