Start	End	CDS	Strand	Name	Locus_tag	Product	Bnb	JWnb	ECKnb
2876922	2877803	CDS	D	prmA	ECMDS42_2721	methylase for 50S ribosomal subunit protein L11	b3259	JW3227	ECK3246
2878132	2879097	CDS	D	dusB	ECMDS42_2722	tRNA-dihydrouridine synthase B	b3260	JW3228	ECK3247
2879123	2879419	CDS	D	fis	ECMDS42_2723	global DNA-binding transcriptional dual regulator	b3261	JW3229	ECK3248
2879505	2880389	CDS	D	yhdJ	ECMDS42_2724	predicted methyltransferase	b3262	JW5543	ECK3249
2880473	2880652	CDS	D	yhdU	ECMDS42_2725	predicted membrane protein	b3263	JW3231	ECK3250
2880655	2881317	CDS	C	envR	ECMDS42_2726	DNA-binding transcriptional regulator	b3264	JW3232	ECK3251
2881716	2882873	CDS	D	acrE	ECMDS42_2727	cytoplasmic membrane lipoprotein	b3265	JW3233	ECK3252
2882885	2885989	CDS	D	acrF	ECMDS42_2728	multidrug efflux system protein	b3266	JW3234	ECK3253
2886242	2886463	CDS	D	yhdV	ECMDS42_2729	predicted outer membrane protein	b3267	JW3235	ECK3254
2887001	2887918	CDS	D	yhdW	ECMDS42_2730	predicted amino-acid transporter subunit	b3268	JW3236	ECK3255
2887986	2889167	CDS	D	yhdX	ECMDS42_2731	predicted amino-acid transporter subunit	b3269	JW5544	ECK3256
2889177	2890280	CDS	D	yhdY	ECMDS42_2732	predicted amino-acid transporter subunit	b3270	JW5545	ECK3257
2890288	2891046	CDS	D	yhdZ	ECMDS42_2733	predicted amino-acid transporter subunit	b3271	JW3239	ECK3258
2897088	2897642	CDS	D	yrdA	ECMDS42_2741	conserved protein	b3279	JW5710	ECK3266
2897618	2897875	CDS	C	yrdB	ECMDS42_2742	conserved protein	b3280	JW3241	ECK3267
2897872	2898690	CDS	C	aroE	ECMDS42_2743	dehydroshikimate reductase%2C NAD(P)-binding	b3281	JW3242	ECK3268
2898695	2899267	CDS	C	yrdC	ECMDS42_2744	dsRNA-binding protein	b3282	JW3243	ECK3269
2899272	2899814	CDS	C	yrdD	ECMDS42_2745	predicted DNA topoisomerase	b3283	JW5949	ECK3270
2899843	2900316	CDS	C	smg	ECMDS42_2746	conserved protein	b3284	JW3245	ECK3271
2900288	2901412	CDS	C	smf	ECMDS42_2747	conserved protein	b4473	JW5708	ECK3272
2901542	2902051	CDS	D	def	ECMDS42_2748	peptide deformylase	b3287	JW3248	ECK3273
2902066	2903013	CDS	D	fmt	ECMDS42_2749	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet)N-formyltransferase	b3288	JW3249	ECK3274
2903059	2904348	CDS	D	rsmB	ECMDS42_2750	16S rRNA m5C967 methyltransferase%2C S-adenosyl-L-methionine-dependent	b3289	JW3250	ECK3275
2904370	2905746	CDS	D	trkA	ECMDS42_2751	NAD-binding component of TrK potassium transporter	b3290	JW3251	ECK3276
2905876	2906286	CDS	D	mscL	ECMDS42_2752	mechanosensitive channel	b3291	JW3252	ECK3277
2906283	2906501	CDS	C	yhdL	ECMDS42_2753	conserved protein	b4550	JW3253	ECK3278
2906557	2906982	CDS	C	zntR	ECMDS42_2754	DNA-binding transcriptional activator	b3292	JW3254	ECK3279
2906993	2907361	CDS	C	yhdN	ECMDS42_2755	conserved protein	b3293	JW3255	ECK3280
2907468	2907851	CDS	C	rplQ	ECMDS42_2756	50S ribosomal subunit protein L17	b3294	JW3256	ECK3281
2907892	2908881	CDS	C	rpoA	ECMDS42_2757	RNA polymerase%2C alpha subunit	b3295	JW3257	ECK3282
2908907	2909527	CDS	C	rpsD	ECMDS42_2758	30S ribosomal subunit protein S4	b3296	JW3258	ECK3283
2909561	2909950	CDS	C	rpsK	ECMDS42_2759	30S ribosomal subunit protein S11	b3297	JW3259	ECK3284
2909967	2910323	CDS	C	rpsM	ECMDS42_2760	30S ribosomal subunit protein S13	b3298	JW3260	ECK3285
2910470	2910586	CDS	C	rpmJ	ECMDS42_2761	50S ribosomal subunit protein L36	b3299	JW3261	ECK3286
2910618	2911949	CDS	C	secY	ECMDS42_2762	preprotein translocase membrane subunit	b3300	JW3262	ECK3287
2911957	2912391	CDS	C	rplO	ECMDS42_2763	50S ribosomal subunit protein L15	b3301	JW3263	ECK3288
2912395	2912574	CDS	C	rpmD	ECMDS42_2764	50S ribosomal subunit protein L30	b3302	JW3264	ECK3289
2912578	2913081	CDS	C	rpsE	ECMDS42_2765	30S ribosomal subunit protein S5	b3303	JW3265	ECK3290
2913096	2913449	CDS	C	rplR	ECMDS42_2766	50S ribosomal subunit protein L18	b3304	JW3266	ECK3291
2913459	2913992	CDS	C	rplF	ECMDS42_2767	50S ribosomal subunit protein L6	b3305	JW3267	ECK3292
2914005	2914397	CDS	C	rpsH	ECMDS42_2768	30S ribosomal subunit protein S8	b3306	JW3268	ECK3293
2914431	2914736	CDS	C	rpsN	ECMDS42_2769	30S ribosomal subunit protein S14	b3307	JW3269	ECK3294
2914751	2915290	CDS	C	rplE	ECMDS42_2770	50S ribosomal subunit protein L5	b3308	JW3270	ECK3295
2915305	2915619	CDS	C	rplX	ECMDS42_2771	50S ribosomal subunit protein L24	b3309	JW3271	ECK3296
2915630	2916001	CDS	C	rplN	ECMDS42_2772	50S ribosomal subunit protein L14	b3310	JW3272	ECK3297
2916166	2916420	CDS	C	rpsQ	ECMDS42_2773	30S ribosomal subunit protein S17	b3311	JW3273	ECK3298
2916420	2916611	CDS	C	rpmC	ECMDS42_2774	50S ribosomal subunit protein L29	b3312	JW3274	ECK3299
2916611	2917021	CDS	C	rplP	ECMDS42_2775	50S ribosomal subunit protein L16	b3313	JW3275	ECK3300
2917034	2917735	CDS	C	rpsC	ECMDS42_2776	30S ribosomal subunit protein S3	b3314	JW3276	ECK3301
2917753	2918085	CDS	C	rplV	ECMDS42_2777	50S ribosomal subunit protein L22	b3315	JW3277	ECK3302
2918100	2918378	CDS	C	rpsS	ECMDS42_2778	30S ribosomal subunit protein S19	b3316	JW3278	ECK3303
2918395	2919216	CDS	C	rplB	ECMDS42_2779	50S ribosomal subunit protein L2	b3317	JW3279	ECK3304
2919234	2919536	CDS	C	rplW	ECMDS42_2780	50S ribosomal subunit protein L23	b3318	JW3280	ECK3305
2919533	2920138	CDS	C	rplD	ECMDS42_2781	50S ribosomal subunit protein L4	b3319	JW3281	ECK3306
2920149	2920778	CDS	C	rplC	ECMDS42_2782	50S ribosomal subunit protein L3	b3320	JW3282	ECK3307
2920811	2921122	CDS	C	rpsJ	ECMDS42_2783	30S ribosomal subunit protein S10	b3321	JW3283	ECK3308
2921360	2921779	CDS	C	pioO	ECMDS42_2784	part of gsp divergon	b3322	JW3284	ECK3309
2922071	2923255	CDS	C	tufA	ECMDS42_2785	protein chain elongation factor EF-Tu	b3339	JW3301	ECK3326
2923326	2925440	CDS	C	fusA	ECMDS42_2786	protein chain elongation factor EF-G	b3340	JW3302	ECK3327
2925468	2926007	CDS	C	rpsG	ECMDS42_2787	30S ribosomal subunit protein S7	b3341	JW3303	ECK3328
2926104	2926478	CDS	C	rpsL	ECMDS42_2788	30S ribosomal subunit protein S12	b3342	JW3304	ECK3329
2926604	2926891	CDS	C	yheL	ECMDS42_2789	predicted intracellular sulfur oxidation protein	b3343	JW3305	ECK3330
2926899	2927258	CDS	C	yheM	ECMDS42_2790	sulfur transfer protein complex%2C TusC subunit	b3344	JW3306	ECK3331
2927258	2927644	CDS	C	yheN	ECMDS42_2791	predicted intracellular sulfur oxidation protein	b3345	JW3307	ECK3332
2927644	2928366	CDS	C	yheO	ECMDS42_2792	predicted DNA-binding transcriptional regulator	b3346	JW5703	ECK3333
2928533	2929345	CDS	C	fkpA	ECMDS42_2793	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	b3347	JW3309	ECK3334
2929566	2929784	CDS	D	slyX	ECMDS42_2794	conserved protein	b3348	JW3310	ECK3335
2929833	2930423	CDS	C	slyD	ECMDS42_2795	FKBP-type peptidyl prolyl cis-trans isomerase	b3349	JW3311	ECK3336
2930518	2930718	CDS	C	yheV	ECMDS42_2796	predicted protein	b4551	JW3312	ECK3337
2930728	2932533	CDS	C	kefB	ECMDS42_2797	potassium:proton antiporter	b3350	JW3313	ECK3338
2932533	2933087	CDS	C	kefG	ECMDS42_2798	component of potassium effux complex with KefB	b3351	JW3314	ECK3339
2933215	2935128	CDS	D	yheS	ECMDS42_2799	fused predicted transporter subunits	b3352	JW3315	ECK3340
2935128	2936150	CDS	D	yheT	ECMDS42_2800	predicted hydrolase	b3353	JW3316	ECK3341
2936144	2936362	CDS	D	yheU	ECMDS42_2801	conserved protein	b3354	JW3317	ECK3342
2936416	2937285	CDS	D	prkB	ECMDS42_2802	predicted phosphoribulokinase	b3355	JW3318	ECK3343
2937340	2937744	CDS	C	yhfA	ECMDS42_2803	conserved protein	b3356	JW3319	ECK3344
2938046	2938678	CDS	D	crp	ECMDS42_2804	DNA-binding transcriptional dual regulator	b3357	JW5702	ECK3345
2938717	2940819	CDS	D	yhfK	ECMDS42_2805	conserved inner membrane protein	b3358	JW5701	ECK3346
2940886	2942106	CDS	C	argD	ECMDS42_2806	bifunctional acetylornithine aminotransferase/succinyldiaminopimelate aminotransferase	b3359	JW3322	ECK3347
2942192	2942755	CDS	C	pabA	ECMDS42_2807	aminodeoxychorismate synthase%2C subunit II	b3360	JW3323	ECK3348
2942787	2943389	CDS	C	fic	ECMDS42_2808	stationary-phase protein%2C cell division	b3361	JW3324	ECK3349
2943379	2943546	CDS	C	yhfG	ECMDS42_2809	predicted protein	b3362	JW3325	ECK3350
2943651	2944223	CDS	C	ppiA	ECMDS42_2810	peptidyl-prolyl cis-trans isomerase A	b3363	JW3326	ECK3351
2944494	2945675	CDS	D	tsgA	ECMDS42_2811	predicted transporter	b3364	JW3327	ECK3352
2945937	2948480	CDS	D	nirB	ECMDS42_2812	nitrite reductase%2C large subunit%2C NAD(P)H-binding	b3365	JW3328	ECK3353
2948477	2948803	CDS	D	nirD	ECMDS42_2813	nitrite reductase%2C NAD(P)H-binding%2C small subunit	b3366	JW3329	ECK3354
2948929	2949735	CDS	D	nirC	ECMDS42_2814	nitrite transporter	b3367	JW3330	ECK3355
2949754	2951127	CDS	D	cysG	ECMDS42_2815	fused siroheme synthase 1%2C3-dimethyluroporphyriongen III dehydrogenase/siroheme ferrochelatase/uroporphyrinogen methyltransferase	b3368	JW3331	ECK3356
2951374	2951541	CDS	D	yhfL	ECMDS42_2816	conserved secreted peptide	b3369	JW3332	ECK3357
2951836	2953173	CDS	D	frlA	ECMDS42_2817	predicted fructoselysine transporter	b3370	JW3333	ECK3358
2953194	2954216	CDS	D	frlB	ECMDS42_2818	fructoselysine-6-P-deglycase	b3371	JW5700	ECK3359
2954266	2955096	CDS	D	frlC	ECMDS42_2819	predicted isomerase	b4474	JW5699	ECK3360
2955093	2955878	CDS	D	frlD	ECMDS42_2820	fructoselysine 6-kinase	b3374	JW3337	ECK3361
2955978	2956709	CDS	D	frlR	ECMDS42_2821	predicted DNA-binding transcriptional regulator	b3375	JW5698	ECK3362
2956861	2957946	CDS	C	yhfS	ECMDS42_2822	conserved protein	b3376	JW3339	ECK3363
2957958	2959262	CDS	C	yhfT	ECMDS42_2823	predicted inner membrane protein	b3377	JW3340	ECK3364
2959274	2959627	CDS	C	yhfU	ECMDS42_2824	predicted protein	b3378	JW5697	ECK3365
2959638	2960516	CDS	C	php	ECMDS42_2825	predicted hydrolase	b3379	JW3342	ECK3366
2960513	2961739	CDS	C	yhfW	ECMDS42_2826	predicted mutase	b3380	JW3343	ECK3367
2961739	2962902	CDS	C	yhfX	ECMDS42_2827	predicted amino acid racemase	b3381	JW3344	ECK3368
2962986	2963348	CDS	C	yhfY	ECMDS42_2828	conserved protein	b3382	JW5696	ECK3369
2963365	2964270	CDS	C	yhfZ	ECMDS42_2829	conserved protein	b3383	JW5948	ECK3370
2964560	2965564	CDS	C	trpS	ECMDS42_2830	tryptophanyl-tRNA synthetase	b3384	JW3347	ECK3371
2965557	2966315	CDS	C	gph	ECMDS42_2831	phosphoglycolate phosphatase	b3385	JW3348	ECK3372
2966308	2966985	CDS	C	rpe	ECMDS42_2832	D-ribulose-5-phosphate 3-epimerase	b3386	JW3349	ECK3373
2967003	2967839	CDS	C	dam	ECMDS42_2833	DNA adenine methylase	b3387	JW3350	ECK3374
2967946	2969232	CDS	C	damX	ECMDS42_2834	predicted protein	b3388	JW3351	ECK3375
2969324	2970412	CDS	C	aroB	ECMDS42_2835	3-dehydroquinate synthase	b3389	JW3352	ECK3376
2970469	2970990	CDS	C	aroK	ECMDS42_2836	shikimate kinase I	b3390	JW5947	ECK3377
2971391	2972629	CDS	C	hofQ	ECMDS42_2837	predicted fimbrial transporter	b3391	JW3354	ECK3378
2972541	2972945	CDS	C	yrfA	ECMDS42_2838	predicted protein	b3392	JW5694	ECK3379
2972935	2973375	CDS	C	yrfB	ECMDS42_2839	conserved membrane protein	b3393	JW3356	ECK3380
2973359	2973898	CDS	C	yrfC	ECMDS42_2840	predicted fimbrial assembly protein	b3394	JW3357	ECK3381
2973898	2974677	CDS	C	yrfD	ECMDS42_2841	predicted pilus assembly protein	b3395	JW5693	ECK3382
2974797	2977349	CDS	D	mrcA	ECMDS42_2842	fused penicillin-binding protein 1a murein transglycosylase/murein transpeptidase	b3396	JW3359	ECK3383
2977515	2978075	CDS	C	nudE	ECMDS42_2843	ADP-ribose diphosphatase	b3397	JW3360	ECK3384
2978395	2980530	CDS	D	yrfF	ECMDS42_2844	predicted inner membrane protein	b3398	JW3361	ECK3385
2980595	2981263	CDS	D	yrfG	ECMDS42_2845	predicted hydrolase	b3399	JW5865	ECK3386
2981274	2981675	CDS	D	hslR	ECMDS42_2846	BAL40014.1	b3400	JW3363	ECK3387
2981700	2982578	CDS	D	hslO	ECMDS42_2847	heat shock protein Hsp33	b3401	JW5692	ECK3388
2982641	2984365	CDS	C	yhgE	ECMDS42_2848	predicted inner membrane protein	b3402	JW3365	ECK3389
2984744	2986366	CDS	D	pck	ECMDS42_2849	phosphoenolpyruvate carboxykinase	b3403	JW3366	ECK3390
2986442	2987794	CDS	C	envZ	ECMDS42_2850	sensory histidine kinase in two-component regulatory system with OmpR	b3404	JW3367	ECK3391
2987791	2988510	CDS	C	ompR	ECMDS42_2851	DNA-binding response regulator in two-component regulatory system with EnvZ	b3405	JW3368	ECK3392
2988738	2989214	CDS	D	greB	ECMDS42_2852	transcription elongation factor	b3406	JW3369	ECK3393
2989311	2991632	CDS	D	yhgF	ECMDS42_2853	predicted transcriptional accessory protein	b3407	JW3370	ECK3394
2992089	2992316	CDS	D	feoA	ECMDS42_2854	ferrous iron transporter%2C protein A	b3408	JW3371	ECK3395
2992333	2994654	CDS	D	feoB	ECMDS42_2855	fused ferrous iron transporter%2C protein B	b3409	JW3372	ECK3396
2994654	2994890	CDS	D	yhgG	ECMDS42_2856	predicted DNA-binding transcriptional regulator	b3410	JW3373	ECK3397
2995093	2995971	CDS	D	yhgA	ECMDS42_2857	predicted transposase	b3411	JW3374	ECK3398
2996000	2996770	CDS	C	bioH	ECMDS42_2858	carboxylesterase of pimeloyl-CoA synthesis	b3412	JW3375	ECK3399
2996808	2997491	CDS	D	gntX	ECMDS42_2859	gluconate periplasmic binding protein with phosphoribosyltransferase domain%2C GNT I system	b3413	JW5691	ECK3400
2997550	2998125	CDS	D	gntY	ECMDS42_2860	BAL40028.1	b3414	JW3377	ECK3401
2998485	2999801	CDS	D	gntT	ECMDS42_2861	gluconate transporter%2C high-affinity GNT I system	b3415	JW5690	ECK3402
2999912	3001996	CDS	C	malQ	ECMDS42_2862	4-alpha-glucanotransferase (amylomaltase)	b3416	JW3379	ECK3403
3002006	3004399	CDS	C	malP	ECMDS42_2863	maltodextrin phosphorylase	b3417	JW5689	ECK3404
3005011	3007716	CDS	D	malT	ECMDS42_2864	DNA-binding transcriptional activator%2C maltotriose-ATP-binding	b3418	JW3381	ECK3405
3007759	3008775	CDS	C	rtcA	ECMDS42_2865	RNA 3'-terminal phosphate cyclase	b4475	JW5688	ECK3406
3008779	3010005	CDS	C	rtcB	ECMDS42_2866	conserved protein	b3421	JW3384	ECK3407
3010194	3011792	CDS	D	rtcR	ECMDS42_2867	sigma 54-dependent transcriptional regulator of rtcBA expression	b3422	JW3385	ECK3408
3012548	3013378	CDS	C	glpG	ECMDS42_2869	predicted intramembrane serine protease	b3424	JW5687	ECK3410
3013423	3013749	CDS	C	glpE	ECMDS42_2870	thiosulfate:cyanide sulfurtransferase	b3425	JW3388	ECK3411
3013939	3015444	CDS	D	glpD	ECMDS42_2871	sn-glycerol-3-phosphate dehydrogenase%2C aerobic%2C FAD/NAD(P)-binding	b3426	JW3389	ECK3412
3015650	3015931	CDS	C	yzgL	ECMDS42_2872	predicted protein	b3427	JW3390	ECK3413
3016060	3018507	CDS	C	glgP	ECMDS42_2873	glycogen phosphorylase	b3428	JW3391	ECK3414
3018526	3019959	CDS	C	glgA	ECMDS42_2874	glycogen synthase	b3429	JW3392	ECK3415
3019959	3021254	CDS	C	glgC	ECMDS42_2875	glucose-1-phosphate adenylyltransferase	b3430	JW3393	ECK3416
3021272	3023245	CDS	C	glgX	ECMDS42_2876	glycogen debranching enzyme	b3431	JW3394	ECK3417
3023242	3025428	CDS	C	glgB	ECMDS42_2877	1%2C4-alpha-glucan branching enzyme	b3432	JW3395	ECK3418
3025701	3026804	CDS	C	asd	ECMDS42_2878	aspartate-semialdehyde dehydrogenase%2C NAD(P)-binding	b3433	JW3396	ECK3419
3026997	3027590	CDS	D	yhgN	ECMDS42_2879	predicted antibiotic transporter	b3434	JW3397	ECK3420
3027647	3028987	CDS	C	gntU	ECMDS42_2880	gluconate transporter%2C low affinity GNT 1 system	b4476	JW5686	ECK3421
3028991	3029518	CDS	C	gntK	ECMDS42_2881	gluconate kinase 2	b3437	JW3400	ECK3422
3029657	3030652	CDS	C	gntR	ECMDS42_2882	DNA-binding transcriptional repressor	b3438	JW5946	ECK3423
3030876	3031571	CDS	C	yhhW	ECMDS42_2883	predicted protein	b3439	JW3402	ECK3424
3031694	3032731	CDS	C	yhhX	ECMDS42_2884	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	b3440	JW3403	ECK3425
3033098	3034840	CDS	C	ggt	ECMDS42_2886	gamma-glutamyltranspeptidase	b3447	JW3412	ECK3431
3034960	3035400	CDS	D	yhhA	ECMDS42_2887	conserved protein	b3448	JW3413	ECK3432
3035387	3036130	CDS	C	ugpQ	ECMDS42_2888	glycerophosphodiester phosphodiesterase%2C cytosolic	b3449	JW3414	ECK3433
3036127	3037197	CDS	C	ugpC	ECMDS42_2889	glycerol-3-phosphate transporter subunit	b3450	JW3415	ECK3434
3037199	3038044	CDS	C	ugpE	ECMDS42_2890	glycerol-3-phosphate transporter subunit	b3451	JW3416	ECK3435
3038041	3038928	CDS	C	ugpA	ECMDS42_2891	glycerol-3-phosphate transporter subunit	b3452	JW3417	ECK3436
3039026	3040342	CDS	C	ugpB	ECMDS42_2892	glycerol-3-phosphate transporter subunit	b3453	JW3418	ECK3437
3040741	3041454	CDS	C	livF	ECMDS42_2893	leucine/isoleucine/valine transporter subunit	b3454	JW3419	ECK3438
3041456	3042223	CDS	C	livG	ECMDS42_2894	leucine/isoleucine/valine transporter subunit	b3455	JW3420	ECK3439
3042220	3043497	CDS	C	livM	ECMDS42_2895	leucine/isoleucine/valine transporter subunit	b3456	JW3421	ECK3440
3043494	3044420	CDS	C	livH	ECMDS42_2896	leucine/isoleucine/valine transporter subunit	b3457	JW3422	ECK3441
3044468	3045577	CDS	C	livK	ECMDS42_2897	leucine transporter subunit	b3458	JW3423	ECK3442
3046001	3046384	CDS	D	yhhK	ECMDS42_2898	conserved protein	b3459	JW3424	ECK3443
3046572	3047675	CDS	C	livJ	ECMDS42_2899	leucine/isoleucine/valine transporter subunit	b3460	JW3425	ECK3444
3047946	3048800	CDS	C	rpoH	ECMDS42_2900	RNA polymerase%2C sigma 32 (sigma H) factor	b3461	JW3426	ECK3445
3049045	3050103	CDS	C	ftsX	ECMDS42_2901	predicted transporter subunit	b3462	JW3427	ECK3446
3050096	3050764	CDS	C	ftsE	ECMDS42_2902	predicted transporter subunit	b3463	JW3428	ECK3447
3050767	3052260	CDS	C	ftsY	ECMDS42_2903	fused signal recognition particle (SRP) receptor	b3464	JW3429	ECK3448
3052410	3053006	CDS	D	yhhF	ECMDS42_2904	predicted methyltransferase	b3465	JW3430	ECK3449
3052996	3053265	CDS	D	yhhL	ECMDS42_2905	conserved inner membrane protein	b3466	JW5683	ECK3450
3053268	3053627	CDS	C	yhhM	ECMDS42_2906	conserved protein	b3467	JW3432	ECK3451
3053768	3054394	CDS	D	yhhN	ECMDS42_2907	conserved inner membrane protein	b3468	JW3433	ECK3452
3054468	3056666	CDS	D	zntA	ECMDS42_2908	zinc%2C cobalt and lead efflux system	b3469	JW3434	ECK3453
3056768	3057013	CDS	C	yhhP	ECMDS42_2909	conserved protein required for cell growth	b3470	JW3435	ECK3454
3057234	3057899	CDS	D	yhhQ	ECMDS42_2910	conserved inner membrane protein	b3471	JW3436	ECK3455
3057972	3058529	CDS	D	dcrB	ECMDS42_2911	periplasmic protein	b3472	JW5682	ECK3456
3058533	3059750	CDS	C	yhhS	ECMDS42_2912	predicted transporter	b3473	JW5945	ECK3457
3059882	3060931	CDS	D	yhhT	ECMDS42_2913	predicted inner membrane protein	b3474	JW5680	ECK3458
3060986	3061573	CDS	D	acpT	ECMDS42_2914	holo-(acyl carrier protein) synthase 2	b3475	JW3440	ECK3459
3061684	3063258	CDS	D	nikA	ECMDS42_2915	nickel transporter subunit	b3476	JW3441	ECK3460
3063258	3064202	CDS	D	nikB	ECMDS42_2916	nickel transporter subunit	b3477	JW3442	ECK3461
3064199	3065032	CDS	D	nikC	ECMDS42_2917	nickel transporter subunit	b3478	JW3443	ECK3462
3065032	3065796	CDS	D	nikD	ECMDS42_2918	nickel transporter subunit	b3479	JW3444	ECK3463
3065793	3066599	CDS	D	nikE	ECMDS42_2919	nickel transporter subunit	b3480	JW3445	ECK3464
3066605	3067006	CDS	D	nikR	ECMDS42_2920	DNA-binding transcriptional regulator%2C Ni-binding	b3481	JW3446	ECK3465
3067008	3068132	CDS	C	yhhJ	ECMDS42_2921	predicted transporter subunit	b3485	JW5677	ECK3470
3068132	3070867	CDS	C	rbbA	ECMDS42_2922	BAL40088.1	b3486	JW5676	ECK3471
3070864	3071931	CDS	C	yhiI	ECMDS42_2923	predicted HlyD family secretion protein	b3487	JW3454	ECK3472
3072297	3073919	CDS	C	yhiJ	ECMDS42_2924	predicted protein	b3488	JW3455	ECK3473
3074549	3075787	CDS	C	yhiL	ECMDS42_2926	predicted protein	b3490	JW3457	ECK3475
3076170	3077222	CDS	D	yhiM	ECMDS42_2927	conserved inner membrane protein	b3491	JW5944	ECK3476
3077537	3078739	CDS	C	yhiN	ECMDS42_2928	predicted oxidoreductase%2C FAD/NAD(P)-binding domain	b3492	JW3459	ECK3477
3078971	3080470	CDS	D	pitA	ECMDS42_2929	phosphate transporter%2C low-affinity	b3493	JW3460	ECK3478
3080714	3081049	CDS	C	yhiO	ECMDS42_2930	predicted universal stress (ethanol tolerance) protein B	b3494	JW3461	ECK3479
3081440	3081874	CDS	D	uspA	ECMDS42_2931	universal stress global response regulator	b3495	JW3462	ECK3480
3082191	3083660	CDS	D	yhiP	ECMDS42_2932	predicted transporter	b3496	JW3463	ECK3481
3083709	3084461	CDS	C	yhiQ	ECMDS42_2933	predicted SAM-dependent methyltransferase	b3497	JW5672	ECK3482
3084469	3086511	CDS	C	prlC	ECMDS42_2934	oligopeptidase A	b3498	JW3465	ECK3483
3086714	3087556	CDS	D	yhiR	ECMDS42_2935	predicted DNA (exogenous) processing protein	b3499	JW3466	ECK3484
3087628	3088980	CDS	D	gor	ECMDS42_2936	glutathione oxidoreductase	b3500	JW3467	ECK3485
3089857	3090210	CDS	D	arsR	ECMDS42_2937	DNA-binding transcriptional regulator	b3501	JW3468	ECK3486
3090264	3091553	CDS	D	arsB	ECMDS42_2938	arsenite/antimonite transporter	b3502	JW3469	ECK3487
3091566	3091991	CDS	D	arsC	ECMDS42_2939	arsenate reductase	b3503	JW3470	ECK3488
3092868	3093434	CDS	D	slp	ECMDS42_2940	outer membrane lipoprotein	b3506	JW3474	ECK3490
3093590	3094120	CDS	D	yhiF	ECMDS42_2941	predicted DNA-binding ranscriptional regulator	b3507	JW3475	ECK3491
3094162	3094809	CDS	C	yhiD	ECMDS42_2942	predicted Mg(2+) transport ATPase inner membrane protein	b3508	JW5670	ECK3492
3094873	3095199	CDS	C	hdeB	ECMDS42_2943	acid-resistance protein	b3509	JW5669	ECK3493
3095315	3095647	CDS	C	hdeA	ECMDS42_2944	stress response protein acid-resistance protein	b3510	JW3478	ECK3494
3095902	3096474	CDS	D	hdeD	ECMDS42_2945	acid-resistance membrane protein	b3511	JW3479	ECK3495
3097273	3097800	CDS	D	gadE	ECMDS42_2946	DNA-binding transcriptional activator	b3512	JW3480	ECK3496
3098139	3099296	CDS	D	mdtE	ECMDS42_2947	multidrug resistance efflux transporter	b3513	JW3481	ECK3497
3099321	3102434	CDS	D	mdtF	ECMDS42_2948	multidrug transporter%2C RpoS-dependent	b3514	JW3482	ECK3498
3102797	3103525	CDS	C	gadW	ECMDS42_2949	DNA-binding transcriptional activator	b3515	JW3483	ECK3499
3103893	3104717	CDS	C	gadX	ECMDS42_2951	DNA-binding transcriptional dual regulator	b3516	JW3484	ECK3501
3105087	3106487	CDS	C	gadA	ECMDS42_2952	glutamate decarboxylase A%2C PLP-dependent	b3517	JW3485	ECK3502
3106698	3108095	CDS	C	yhjA	ECMDS42_2953	predicted cytochrome C peroxidase	b3518	JW3486	ECK3503
3108499	3110148	CDS	D	treF	ECMDS42_2954	cytoplasmic trehalase	b3519	JW3487	ECK3504
3110199	3110801	CDS	C	yhjB	ECMDS42_2955	predicted DNA-binding response regulator in two-component regulatory system	b3520	JW3488	ECK3505
3111249	3112220	CDS	D	yhjC	ECMDS42_2956	predicted DNA-binding transcriptional regulator	b3521	JW3489	ECK3506
3112269	3113282	CDS	D	yhjD	ECMDS42_2957	conserved inner membrane protein	b3522	JW3490	ECK3507
3113693	3115015	CDS	D	yhjE	ECMDS42_2958	predicted transporter	b3523	JW3491	ECK3508
3115197	3117272	CDS	C	yhjG	ECMDS42_2959	predicted outer membrane biogenesis protein	b3524	JW3492	ECK3509
3117327	3118094	CDS	C	yhjH	ECMDS42_2960	EAL domain containing protein	b3525	JW3493	ECK3510
3118326	3119255	CDS	D	kdgK	ECMDS42_2961	ketodeoxygluconokinase	b3526	JW5668	ECK3511
3119351	3120847	CDS	C	yhjJ	ECMDS42_2962	predicted zinc-dependent peptidase	b3527	JW3495	ECK3512
3121068	3122354	CDS	C	dctA	ECMDS42_2963	C4-dicarboxylic acid%2C orotate and citrate transporter	b3528	JW3496	ECK3513
3122537	3124486	CDS	C	yhjK	ECMDS42_2964	predicted diguanylate cyclase	b3529	JW5943	ECK3514
3124607	3128080	CDS	C	bcsC	ECMDS42_2965	cellulose synthase subunit	b3530	JW5942	ECK3515
3128062	3129168	CDS	C	bcsZ	ECMDS42_2966	endo-1%2C4-D-glucanase	b3531	JW3499	ECK3516
3129175	3131514	CDS	C	bcsB	ECMDS42_2967	regulator of cellulose synthase%2C cyclic di-GMP binding	b3532	JW3500	ECK3517
3131525	3134143	CDS	C	bcsA	ECMDS42_2968	cellulose synthase%2C catalytic subunit	b3533	JW5665	ECK3518
3134904	3135092	CDS	C	yhjR	ECMDS42_2970	conserved protein	b3535	JW3503	ECK3520
3135365	3136936	CDS	D	bcsE	ECMDS42_2971	conserved protein	b3536	JW3504	ECK3521
